INDID,ID,PRODDESC,CLASSCODE,Product code
38,2741,"Potato Soup, Creamed, Concentrated",G,23
38,2742,"Potato Soup, Creamed, Dried",H,23
38,2743,Potato Consomme and Bouillion,J,23
38,2744,"Potato Consomme and Bouillion, Concentrated",K,23
38,2745,"Potato Consomme and Bouillion, Dried",L,23
38,2746,Potato Broth (Meat and/or Vegetable Stock,M,23
38,2747,"Potato Broth, Concentrated",N,23
38,2772,"Split Pea Broth, Dried",P,26
38,2773,Split Pea Soup,A,26
38,2774,"Split Pea Soup, Concentrated",B,26
38,2775,"Split Pea Soup, Dried",C,26
38,2776,"Split Pea Soup, Creamed",F,26
38,2777,"Split Pea Soup, Creamed, Concentrated",G,26
38,2778,"Split Pea Soup, Creamed, Dried",H,26
38,2779,Split Pea Consomme and Bouillion,J,26
38,2780,"Split Pea Consomme and Bouillion, Concentrated",K,26
38,2781,"Split Pea Consomme and Bouillion, Dried",L,26
38,2782,Split Pea Broth (Meat and/or Vegetable Stock),M,26
38,2783,"Split Pea Broth, Concentrated",N,26
38,2784,"Tomato Broth, Dried",P,27
38,2785,Tomato Soup,A,27
38,2786,"Tomato Soup, Concentrated",B,27
38,2787,"Tomato Soup, Dried",C,27
38,2788,"Tomato Soup, Creamed",F,27
38,2789,"Tomato Soup, Creamed, Concentrated",G,27
38,2790,"Tomato Soup, Creamed, Dried",H,27
38,2791,Tomato Consomme and Bouillion,J,27
38,2792,"Tomato Consomme and Bouillion, Concentrated",K,27
38,2793,"Tomato Consomme and Bouillion, Dried",L,27
38,2794,Tomato Broth (Meat and/or Vegetable Stock),M,27
38,2795,"Tomato Broth, Concentrated",N,27
38,2796,"Mixed Vegetable Broth, Dried",P,28
38,2797,Mixed Vegetable Soup,A,28
38,2798,"Mixed Vegetable Soup, Concentrated",B,28
38,2799,"Mixed Vegetable Soup, Dried",C,28
38,2800,"Mixed Vegetable Soup, Creamed",F,28
38,2801,"Mixed Vegetable Soup, Creamed, Concentrated",G,28
38,2802,"Mixed Vegetable Soup, Creamed, Dried",H,28
38,2803,Mixed Vegetable Consomme and Bouillion,J,28
38,2804,"Mixed Vegetable Consomme and Bouillion, Concentrated",K,28
38,2805,"Mixed Vegetable Consomme and Bouillion, Dried",L,28
38,2806,Mixed Vegetable Broth (Meat and/or Vegetable Stock),M,28
38,2807,"Mixed Vegetable Broth, Concentrated",N,28
38,2808,"Vegetable (Single Ingredient Not Mentioned Elsewhere) Broth, Dried",P,29
38,2809,Vegetable (Single Ingredient Not Mentioned Elsewhere) Soup,A,29
38,2810,"Vegetable (Single Ingredient Not Mentioned Elsewhere) Soup, Concentrated",B,29
38,2811,"Vegetable (Single Ingredient Not Mentioned Elsewhere) Soup, Dried",C,29
38,2812,"Vegetable (Single Ingredient Not Mentioned Elsewhere) Soup, Creamed",F,29
38,2813,"Vegetable (Single Ingredient not Mentioned Elsewhere) Soup, Creamed, Concentrated",G,29
38,2814,"Vegetable (Single Ingredient Not Mentioned Elsewhere) Soup, Creamed, Dried",H,29
38,2815,Vegetable (Single Ingredient Not Mentioned Elsewhere) Consomme and Bouillion,J,29
38,2816,"Vegetable (Single Ingredient Not Mentioned Elsewhere) Consomme and Bouillion, Concentrated",K,29
38,2817,"Veg (Single Ingr) Consomme/Bouillion, Dried",L,29
38,2818,Vegetable (Single Ingredient Not Mentioned Elsewhere) Broth (Meat and/or Vegetable Stock),M,29
38,2819,"Vegetable (Single Ingredient Not Elsewhere Mentioned) Broth, Concentrated",N,29
38,2820,"Vichyssoise Broth, Dried",P,30
38,2821,Vichyssoise Soup,A,30
38,2822,"Vichyssoise Soup, Concentrated",B,30
38,2823,"Vichyssoise Soup, Dried",C,30
38,2824,"Vichyssoise Soup, Creamed",F,30
38,2825,"Vichyssoise Soup, Creamed, Concentrated",G,30
38,2826,"Vichyssoise Soup, Creamed, Dried",H,30
38,2827,Vichyssoise Consomme and Bouillion,J,30
38,2828,"Vichyssoise Consomme and Bouillion, Concentrated",K,30
38,2829,"Vichyssoise Consomme and Bouillion, Dried",L,30
38,2830,Vichyssoise Broth (Meat and/or Vegetable Stock),M,30
38,2831,"Vichyssoise Broth, Concentrated",N,30
38,2832,"Veal Broth, Dried",P,31
38,2833,Veal Soup,A,31
38,2834,"Veal Soup, Concentrated",B,31
38,2835,"Veal Soup, Dried",C,31
38,2836,"Veal Soup, Creamed",F,31
38,2837,"Veal Soup, Creamed, Concentrated",G,31
38,2838,"Veal Soup, Creamed, Dried",H,31
38,2839,Veal Consomme and Bouillion,J,31
38,2840,"Veal Consomme and Bouillion, Concentrated",K,31
38,2841,"Veal Consomme and Bouillion, Dried",L,31
38,2842,Veal Broth (Meat and/or Vegetable Stock),M,31
38,2843,"Veal Broth, Concentrated",N,31
38,2844,"Dried Broth, N.E.C.",P,99
38,2845,"Soup, N.E.C.",A,99
38,2846,"Concentrated Soup, N.E.C.",B,99
38,2847,"Dried Soup, N.E.C.",C,99
38,2848,"Creamed Soup, N.E.C.",F,99
38,2849,"Creamed Concentrated Soup, N.E.C.",G,99
38,2850,"Creamed, Dried Soup, N.E.C.",H,99
38,2851,"Consomme and Bouillion, N.E.C.",J,99
38,2852,"Consomme and Bouillion, Concentrated, N.E.C.",K,99
38,2853,"Dried Consomme and Bouillion, N.E.C.",L,99
38,2854,"Broth, N.E.C. (Meat and/or Vegetable Stock)",M,99
38,2855,"Concentrated Broth, N.E.C.",N,99
38,2856,"Soup, N.E.C.",Y,99
38,24450,Miso Soup (Soybean Base),A,33
38,24451,"Miso Soup (Soybean Base), Concentrated",B,33
38,24453,"Miso (Soybean Base) Soup, Dried",C,33
38,24454,"Miso (Soybean Base) Soup, Creamed",F,33
38,24455,"Miso (Soybean Base) Soup, Creamed, Concentrated",G,33
38,24456,"Miso (Soybean Base) Soup, Creamed, Dried",H,33
38,24457,Miso (Soybean Base) Consomme and Bouillion,J,33
38,24458,"Miso (Soybean Base) Consomme & Bouillion, Concentrated",K,33
38,24459,"Miso (Soybean Base) Consomme and Bouillion, Dried",L,33
38,24460,Miso (Soybean Base) Broth (Meat and/or Vegetable Stock),M,33
38,24461,"Miso (Soybean Base) Broth, Concentrated",N,33
38,24462,"Miso (Soybean Base) Broth, Dried",P,33
